Lead_ID,Name,Email_Source,Contacted,Engagement_Score,Location,Profession,Course_Interest,Follow_Up_Count,Converted
L2592,Vivaan Naidu,Website,Yes,51,Chennai,Student,AI & Deep Learning,0,1
L2593,Vivaan Gupta,Walk-in,Yes,83,Chennai,Working Professional,Data Science - Beginner,4,0
L2594,Aarav Mehta,Walk-in,Yes,76,Mumbai,Student,Data Science - Beginner,5,0
L2595,Aarav Gupta,Email,Yes,3,Jaipur,Working Professional,Machine Learning,1,0
L2596,Saanvi Joshi,Walk-in,No,90,Jaipur,Working Professional,Data Science - Advanced,0,0
L2597,Aanya Verma,Social Media,No,6,Pune,Working Professional,Machine Learning,3,1
L2598,Ananya Khan,Email,Yes,6,Hyderabad,Working Professional,Machine Learning,5,1
L2599,Ananya Iyer,Walk-in,Yes,16,Ahmedabad,Student,Data Science - Beginner,5,1
L2600,Diya Joshi,Walk-in,Yes,37,Bangalore,Working Professional,AI & Deep Learning,3,0
L2601,Sai Nair,Email,Yes,16,Kolkata,Freelancer,AI & Deep Learning,0,1
L2602,Isha Naidu,Social Media,Yes,53,Mumbai,Working Professional,Data Science - Advanced,2,1
L2603,Aarav Pillai,Social Media,No,58,Pune,Working Professional,AI & Deep Learning,0,0
L2604,Ishaan Joshi,Social Media,No,65,Hyderabad,Student,Data Science - Beginner,2,0
L2605,Aarav Patel,Referral,Yes,87,Mumbai,Working Professional,AI & Deep Learning,0,1
L2606,Isha Verma,Email,No,74,Nagpur,Working Professional,Data Science - Advanced,1,1
L2607,Kunal Patel,Website,Yes,76,Hyderabad,Working Professional,AI & Deep Learning,4,1
L2608,Vivaan Naidu,Email,No,28,Mumbai,Freelancer,Machine Learning,5,1
L2609,Shruti Verma,Email,No,16,Jaipur,Freelancer,Data Science - Beginner,5,1
L2610,Isha Singh,Referral,Yes,55,Hyderabad,Working Professional,Data Science - Beginner,4,0
L2611,Ishaan Choudhary,Walk-in,No,34,Ahmedabad,Working Professional,AI & Deep Learning,4,0
L2612,Diya Pillai,Social Media,Yes,32,Kolkata,Working Professional,Data Science - Beginner,4,1
L2613,Krishna Sharma,Social Media,Yes,21,Nagpur,Freelancer,Machine Learning,3,1
L2614,Krishna Mehta,Website,Yes,89,Jaipur,Freelancer,AI & Deep Learning,1,0
L2615,Ishaan Chopra,Referral,No,34,Nagpur,Student,Data Science - Advanced,2,0
L2616,Sai Naidu,Referral,No,80,Jaipur,Freelancer,Data Science - Advanced,2,0
L2617,Saanvi Saxena,Website,Yes,29,Ahmedabad,Working Professional,Data Science - Advanced,0,0
L2618,Krishna Bansal,Social Media,Yes,33,Nagpur,Student,AI & Deep Learning,4,0
L2619,Krishna Bansal,Walk-in,No,38,Pune,Student,Machine Learning,3,0
L2620,Kavya Chopra,Walk-in,Yes,78,Nagpur,Freelancer,AI & Deep Learning,2,1
L2621,Aditya Choudhary,Email,No,17,Chennai,Student,AI & Deep Learning,2,1
L2622,Shruti Nair,Walk-in,Yes,26,Ahmedabad,Student,Data Science - Beginner,0,0
L2623,Aanya Singh,Website,Yes,87,Pune,Student,AI & Deep Learning,5,0
L2624,Arjun Saxena,Referral,No,60,Delhi,Student,Data Science - Beginner,3,0
L2625,Aanya Naidu,Email,No,4,Kolkata,Student,Data Science - Advanced,4,1
L2626,Vivaan Iyer,Referral,Yes,43,Jaipur,Working Professional,Data Science - Advanced,4,1
L2627,Arjun Singh,Social Media,Yes,82,Kolkata,Freelancer,Machine Learning,5,0
L2628,Arjun Saxena,Email,Yes,87,Chennai,Working Professional,Machine Learning,4,0
L2629,Isha Pillai,Referral,Yes,48,Jaipur,Student,AI & Deep Learning,1,0
L2630,Vivaan Iyer,Referral,Yes,66,Hyderabad,Freelancer,AI & Deep Learning,2,1
L2631,Aditya Singh,Walk-in,No,35,Hyderabad,Freelancer,AI & Deep Learning,5,0
L2632,Vihaan Kulkarni,Website,No,96,Jaipur,Freelancer,Machine Learning,4,0
L2633,Rohan Nair,Walk-in,No,5,Jaipur,Freelancer,Machine Learning,2,0
L2634,Kunal Nair,Website,Yes,54,Chennai,Working Professional,Data Science - Advanced,1,0
L2635,Krishna Chopra,Email,No,13,Pune,Student,Data Science - Advanced,5,0
L2636,Vihaan Choudhary,Walk-in,No,72,Hyderabad,Student,Machine Learning,0,0
L2637,Aditya Bansal,Referral,No,95,Pune,Student,Data Science - Advanced,4,1
L2638,Riya Singh,Website,Yes,44,Chennai,Freelancer,AI & Deep Learning,5,1
L2639,Aditya Kulkarni,Walk-in,Yes,17,Delhi,Working Professional,AI & Deep Learning,0,1
L2640,Meera Singh,Social Media,No,67,Nagpur,Working Professional,Data Science - Beginner,5,0
L2641,Rohan Chopra,Email,No,40,Kolkata,Freelancer,Machine Learning,3,0
L2642,Ananya Kulkarni,Referral,No,80,Bangalore,Freelancer,AI & Deep Learning,1,0
L2643,Aarav Nair,Referral,Yes,26,Chennai,Student,Data Science - Beginner,4,0
L2644,Shruti Gupta,Referral,Yes,50,Chennai,Student,Data Science - Beginner,0,1
L2645,Ananya Joshi,Email,No,88,Ahmedabad,Working Professional,Machine Learning,2,1
L2646,Aarohi Naidu,Email,No,97,Hyderabad,Working Professional,Machine Learning,0,0
L2647,Rohan Saxena,Referral,No,1,Nagpur,Student,AI & Deep Learning,4,1
L2648,Ananya Kulkarni,Referral,Yes,38,Nagpur,Working Professional,Data Science - Beginner,3,1
L2649,Diya Khan,Email,Yes,20,Pune,Working Professional,Machine Learning,2,0
L2650,Aarohi Chopra,Walk-in,No,38,Nagpur,Student,Data Science - Advanced,1,1
L2651,Meera Das,Social Media,Yes,41,Kolkata,Student,Data Science - Beginner,3,0
L2652,Krishna Das,Website,Yes,80,Bangalore,Working Professional,Data Science - Advanced,1,1
L2653,Vivaan Bansal,Social Media,No,94,Nagpur,Freelancer,Data Science - Advanced,0,1
L2654,Aditya Mehta,Email,Yes,75,Chennai,Freelancer,Data Science - Beginner,4,1
L2655,Kavya Saxena,Walk-in,No,18,Bangalore,Working Professional,Data Science - Advanced,4,1
L2656,Vihaan Mehta,Email,No,79,Bangalore,Freelancer,Data Science - Beginner,2,1
L2657,Vivaan Pillai,Website,No,97,Chennai,Freelancer,AI & Deep Learning,2,0
L2658,Shruti Choudhary,Referral,Yes,74,Bangalore,Freelancer,Data Science - Beginner,2,0
L2659,Arjun Das,Social Media,Yes,92,Jaipur,Working Professional,Machine Learning,1,0
L2660,Krishna Patel,Email,Yes,43,Ahmedabad,Working Professional,Data Science - Beginner,3,0
L2661,Kunal Gupta,Social Media,Yes,13,Jaipur,Freelancer,AI & Deep Learning,5,1
L2662,Riya Singh,Walk-in,No,59,Hyderabad,Freelancer,Machine Learning,0,1
L2663,Aditya Kulkarni,Referral,No,88,Ahmedabad,Freelancer,Data Science - Advanced,1,0
L2664,Aarohi Kulkarni,Website,No,83,Ahmedabad,Working Professional,Machine Learning,0,1
L2665,Sai Iyer,Website,Yes,55,Nagpur,Freelancer,Machine Learning,5,1
L2666,Kavya Khan,Website,No,54,Kolkata,Working Professional,Data Science - Advanced,0,1
L2667,Ishaan Sharma,Referral,No,24,Jaipur,Student,Data Science - Beginner,2,0
L2668,Aarohi Patel,Referral,Yes,38,Pune,Working Professional,Machine Learning,2,1
L2669,Isha Nair,Walk-in,Yes,54,Pune,Student,Data Science - Advanced,3,0
L2670,Krishna Saxena,Social Media,No,80,Ahmedabad,Freelancer,Data Science - Beginner,1,0
L2671,Krishna Saxena,Walk-in,Yes,5,Chennai,Working Professional,Machine Learning,5,1
L2672,Vivaan Shetty,Email,No,58,Jaipur,Working Professional,Machine Learning,0,1
L2673,Isha Saxena,Email,No,26,Jaipur,Freelancer,Data Science - Beginner,4,0
L2674,Saanvi Mehta,Referral,Yes,46,Jaipur,Student,Machine Learning,3,0
L2675,Meera Chopra,Email,No,66,Jaipur,Freelancer,AI & Deep Learning,1,1
L2676,Meera Mehta,Walk-in,No,71,Ahmedabad,Working Professional,AI & Deep Learning,1,0
L2677,Arjun Sharma,Referral,No,11,Pune,Student,AI & Deep Learning,5,0
L2678,Sai Reddy,Walk-in,Yes,81,Hyderabad,Freelancer,Data Science - Beginner,4,0
L2679,Arjun Chopra,Walk-in,No,84,Mumbai,Freelancer,Data Science - Advanced,0,1
L2680,Aarav Naidu,Referral,Yes,16,Nagpur,Working Professional,Data Science - Advanced,1,1
L2681,Arjun Chopra,Walk-in,Yes,50,Ahmedabad,Freelancer,Data Science - Advanced,1,1
L2682,Aarohi Das,Email,No,6,Delhi,Freelancer,Machine Learning,0,1
L2683,Riya Choudhary,Referral,No,67,Delhi,Student,Machine Learning,2,1
L2684,Aarav Saxena,Referral,Yes,95,Mumbai,Student,Data Science - Advanced,0,1
L2685,Ananya Choudhary,Social Media,No,57,Nagpur,Working Professional,Data Science - Advanced,5,0
L2686,Aarohi Saxena,Walk-in,Yes,67,Bangalore,Freelancer,Machine Learning,2,0
L2687,Kunal Joshi,Walk-in,Yes,14,Mumbai,Working Professional,Data Science - Beginner,2,1
L2688,Vivaan Reddy,Website,Yes,83,Hyderabad,Student,Data Science - Advanced,3,1
L2689,Vihaan Choudhary,Referral,Yes,96,Nagpur,Freelancer,AI & Deep Learning,3,1
L2690,Meera Verma,Website,Yes,82,Bangalore,Freelancer,Machine Learning,2,1
L2691,Aarohi Singh,Email,No,61,Jaipur,Working Professional,Data Science - Beginner,1,1
L2692,Isha Singh,Social Media,Yes,56,Delhi,Student,Machine Learning,3,0
L2693,Riya Kulkarni,Website,Yes,46,Jaipur,Working Professional,Machine Learning,3,0
L2694,Kavya Gupta,Referral,Yes,14,Ahmedabad,Working Professional,Data Science - Advanced,5,0
L2695,Arjun Chopra,Social Media,No,72,Hyderabad,Freelancer,Machine Learning,5,0
L2696,Krishna Iyer,Website,No,12,Chennai,Freelancer,Machine Learning,0,1
L2697,Rohan Shetty,Website,No,50,Nagpur,Working Professional,Data Science - Advanced,2,1
L2698,Aanya Saxena,Email,No,23,Mumbai,Working Professional,Machine Learning,4,1
L2699,Aditya Saxena,Email,Yes,55,Mumbai,Working Professional,Data Science - Beginner,2,0
L2700,Sai Bansal,Social Media,Yes,52,Jaipur,Freelancer,Data Science - Beginner,5,1
L2701,Vihaan Iyer,Email,No,86,Kolkata,Working Professional,Data Science - Beginner,5,1
L2702,Meera Mehta,Referral,No,37,Nagpur,Freelancer,Data Science - Advanced,4,0
L2703,Meera Naidu,Email,Yes,26,Nagpur,Student,AI & Deep Learning,5,1
L2704,Aarav Chopra,Walk-in,No,91,Pune,Student,Data Science - Advanced,3,1
L2705,Saanvi Pillai,Social Media,No,54,Chennai,Working Professional,Data Science - Beginner,0,0
L2706,Ananya Naidu,Website,No,23,Nagpur,Student,Data Science - Advanced,1,0
L2707,Rohan Nair,Walk-in,Yes,10,Delhi,Freelancer,AI & Deep Learning,3,0
L2708,Isha Saxena,Email,Yes,13,Kolkata,Working Professional,Data Science - Beginner,2,0
L2709,Kunal Khan,Referral,Yes,36,Bangalore,Student,Data Science - Advanced,1,0
L2710,Diya Patel,Referral,No,51,Hyderabad,Working Professional,Machine Learning,1,1
L2711,Vivaan Reddy,Walk-in,No,32,Kolkata,Student,AI & Deep Learning,1,0
L2712,Shruti Chopra,Email,No,79,Hyderabad,Working Professional,Data Science - Advanced,5,0
L2713,Riya Pillai,Referral,No,12,Bangalore,Freelancer,Data Science - Beginner,0,0
L2714,Meera Choudhary,Social Media,Yes,96,Hyderabad,Working Professional,Data Science - Beginner,5,0
L2715,Rohan Singh,Email,No,62,Pune,Student,Data Science - Advanced,4,0
L2716,Kunal Saxena,Website,Yes,9,Bangalore,Working Professional,Machine Learning,3,0
L2717,Diya Saxena,Email,Yes,20,Hyderabad,Student,Data Science - Beginner,2,1
L2718,Aarohi Kulkarni,Referral,No,28,Mumbai,Student,Data Science - Beginner,2,0
L2719,Shruti Choudhary,Email,Yes,57,Kolkata,Freelancer,AI & Deep Learning,3,0
L2720,Aarohi Mehta,Social Media,No,65,Nagpur,Student,Data Science - Beginner,5,1
L2721,Krishna Patel,Email,Yes,75,Mumbai,Working Professional,Data Science - Beginner,0,1
L2722,Krishna Das,Referral,No,22,Mumbai,Student,AI & Deep Learning,4,0
L2723,Meera Pillai,Social Media,Yes,79,Chennai,Freelancer,Machine Learning,3,1
L2724,Arjun Choudhary,Referral,Yes,53,Ahmedabad,Freelancer,Data Science - Beginner,1,1
L2725,Shruti Mehta,Website,Yes,48,Bangalore,Student,Data Science - Advanced,0,1
L2726,Vivaan Verma,Website,Yes,7,Pune,Freelancer,AI & Deep Learning,2,1
L2727,Aarav Choudhary,Website,Yes,37,Mumbai,Student,Machine Learning,1,0
L2728,Aanya Das,Referral,Yes,14,Hyderabad,Student,Machine Learning,2,0
L2729,Aarav Reddy,Referral,No,32,Delhi,Freelancer,Data Science - Advanced,1,0
L2730,Arjun Khan,Social Media,Yes,41,Delhi,Freelancer,Data Science - Advanced,1,0
L2731,Vivaan Joshi,Referral,Yes,84,Nagpur,Student,Data Science - Beginner,0,0
L2732,Ishaan Khan,Walk-in,No,27,Delhi,Freelancer,Data Science - Beginner,1,0
L2733,Sai Joshi,Website,No,15,Delhi,Student,Data Science - Advanced,5,1
L2734,Ananya Das,Email,No,17,Delhi,Working Professional,Data Science - Advanced,4,1
L2735,Kunal Singh,Walk-in,No,55,Nagpur,Student,Machine Learning,4,1
L2736,Isha Mehta,Email,Yes,96,Nagpur,Freelancer,Machine Learning,1,1
L2737,Saanvi Saxena,Website,No,85,Jaipur,Freelancer,Machine Learning,1,1
L2738,Krishna Joshi,Referral,Yes,43,Pune,Working Professional,AI & Deep Learning,2,1
L2739,Shruti Patel,Email,No,98,Chennai,Student,Machine Learning,1,0
L2740,Kavya Das,Referral,No,14,Bangalore,Working Professional,Machine Learning,1,0
L2741,Aanya Chopra,Email,Yes,37,Kolkata,Working Professional,AI & Deep Learning,3,1
L2742,Krishna Choudhary,Website,No,17,Jaipur,Freelancer,Machine Learning,5,0
L2743,Arjun Singh,Website,No,64,Jaipur,Student,Machine Learning,0,1
L2744,Riya Patel,Website,No,83,Chennai,Student,Data Science - Advanced,2,1
L2745,Ishaan Singh,Referral,No,65,Chennai,Student,Data Science - Beginner,3,0
L2746,Aanya Shetty,Website,No,73,Kolkata,Freelancer,Data Science - Advanced,4,0
L2747,Isha Reddy,Email,Yes,87,Ahmedabad,Student,Data Science - Beginner,3,0
L2748,Saanvi Patel,Social Media,Yes,3,Kolkata,Student,AI & Deep Learning,1,1
L2749,Vivaan Saxena,Website,Yes,13,Bangalore,Freelancer,AI & Deep Learning,3,0
L2750,Meera Gupta,Referral,No,74,Delhi,Student,Data Science - Advanced,0,1
L2751,Aanya Mehta,Walk-in,No,99,Kolkata,Working Professional,Data Science - Advanced,2,1
L2752,Arjun Chopra,Website,No,90,Bangalore,Working Professional,AI & Deep Learning,1,0
L2753,Kavya Reddy,Referral,Yes,96,Jaipur,Freelancer,Machine Learning,0,0
L2754,Aanya Chopra,Email,Yes,86,Mumbai,Student,AI & Deep Learning,5,1
L2755,Kunal Chopra,Referral,Yes,80,Chennai,Working Professional,Data Science - Beginner,3,0
L2756,Ishaan Choudhary,Website,Yes,5,Mumbai,Working Professional,Data Science - Beginner,1,1
L2757,Shruti Sharma,Social Media,No,100,Delhi,Freelancer,Machine Learning,5,0
L2758,Aditya Mehta,Website,Yes,35,Bangalore,Student,AI & Deep Learning,5,1
L2759,Riya Mehta,Email,Yes,37,Nagpur,Freelancer,Machine Learning,0,0
L2760,Aditya Das,Referral,Yes,5,Mumbai,Working Professional,Data Science - Beginner,0,1
L2761,Aarav Singh,Walk-in,Yes,99,Nagpur,Student,Machine Learning,5,0
L2762,Vivaan Gupta,Walk-in,No,54,Mumbai,Working Professional,Data Science - Beginner,5,0
L2763,Kavya Nair,Social Media,Yes,38,Pune,Student,Data Science - Advanced,2,1
L2764,Kunal Shetty,Email,Yes,8,Delhi,Working Professional,Data Science - Advanced,0,1
L2765,Vivaan Saxena,Walk-in,Yes,63,Jaipur,Student,Data Science - Advanced,4,1
L2766,Vivaan Patel,Email,No,13,Mumbai,Working Professional,Data Science - Beginner,1,0
L2767,Vihaan Chopra,Email,Yes,18,Bangalore,Working Professional,Data Science - Beginner,1,0
L2768,Kunal Patel,Social Media,Yes,69,Kolkata,Freelancer,Machine Learning,2,0
L2769,Riya Patel,Walk-in,Yes,56,Kolkata,Freelancer,Machine Learning,3,1
L2770,Kunal Das,Website,Yes,31,Ahmedabad,Student,Data Science - Beginner,5,1
L2771,Kunal Nair,Social Media,No,16,Jaipur,Working Professional,Data Science - Advanced,1,0
L2772,Vihaan Joshi,Email,Yes,10,Delhi,Student,Machine Learning,1,1
L2773,Vivaan Das,Walk-in,No,85,Pune,Working Professional,Data Science - Beginner,3,1
L2774,Diya Choudhary,Website,No,23,Kolkata,Freelancer,Machine Learning,0,0
L2775,Arjun Joshi,Email,No,93,Mumbai,Freelancer,AI & Deep Learning,4,1
L2776,Aarohi Kulkarni,Email,No,50,Jaipur,Working Professional,Data Science - Advanced,0,0
L2777,Diya Reddy,Walk-in,No,56,Kolkata,Working Professional,AI & Deep Learning,1,1
L2778,Diya Kulkarni,Email,Yes,24,Kolkata,Freelancer,Data Science - Beginner,3,0
L2779,Aanya Naidu,Website,No,52,Hyderabad,Student,Machine Learning,3,0
L2780,Riya Sharma,Social Media,Yes,38,Bangalore,Student,Data Science - Advanced,0,1
L2781,Aarohi Das,Website,No,6,Ahmedabad,Working Professional,Data Science - Beginner,0,0
L2782,Isha Das,Walk-in,Yes,87,Bangalore,Student,AI & Deep Learning,1,0
L2783,Aarav Saxena,Referral,Yes,25,Ahmedabad,Freelancer,Data Science - Beginner,0,1
L2784,Sai Gupta,Website,Yes,71,Pune,Student,Data Science - Advanced,4,0
L2785,Kunal Sharma,Walk-in,No,61,Hyderabad,Student,Data Science - Advanced,2,1
L2786,Vivaan Sharma,Email,Yes,5,Ahmedabad,Working Professional,AI & Deep Learning,4,0
L2787,Krishna Joshi,Social Media,Yes,32,Hyderabad,Freelancer,Data Science - Beginner,2,0
L2788,Ananya Pillai,Website,Yes,99,Ahmedabad,Freelancer,Data Science - Advanced,0,1
L2789,Kunal Reddy,Email,No,72,Nagpur,Freelancer,AI & Deep Learning,4,0
L2790,Aarav Gupta,Walk-in,Yes,10,Nagpur,Working Professional,Data Science - Beginner,4,1
L2791,Ananya Iyer,Email,Yes,79,Hyderabad,Student,Data Science - Beginner,5,1
L2792,Kunal Saxena,Walk-in,No,59,Bangalore,Freelancer,Data Science - Advanced,4,0
L2793,Sai Patel,Walk-in,Yes,3,Chennai,Student,Machine Learning,3,0
L2794,Krishna Pillai,Walk-in,Yes,86,Pune,Student,Data Science - Advanced,5,1
L2795,Rohan Iyer,Referral,Yes,41,Hyderabad,Freelancer,Machine Learning,2,1
L2796,Diya Chopra,Walk-in,No,90,Nagpur,Freelancer,Machine Learning,1,0
L2797,Isha Nair,Referral,Yes,89,Bangalore,Working Professional,Data Science - Advanced,4,1
L2798,Aarav Naidu,Social Media,Yes,50,Hyderabad,Working Professional,AI & Deep Learning,1,0
L2799,Saanvi Khan,Email,No,6,Mumbai,Working Professional,Machine Learning,1,1
L2800,Isha Patel,Website,No,85,Ahmedabad,Student,Machine Learning,4,0
L2801,Arjun Joshi,Website,Yes,66,Bangalore,Student,AI & Deep Learning,5,1
L2802,Kavya Nair,Website,No,38,Bangalore,Working Professional,AI & Deep Learning,3,0
L2803,Ananya Sharma,Walk-in,No,87,Pune,Student,Data Science - Advanced,2,0
L2804,Ishaan Singh,Walk-in,Yes,99,Nagpur,Working Professional,Data Science - Beginner,3,0
L2805,Kunal Reddy,Email,No,32,Chennai,Freelancer,Data Science - Beginner,2,1
L2806,Ananya Pillai,Email,Yes,50,Pune,Working Professional,AI & Deep Learning,0,0
L2807,Rohan Bansal,Email,No,8,Delhi,Student,Data Science - Advanced,5,0
L2808,Kavya Choudhary,Walk-in,No,46,Pune,Student,Data Science - Beginner,2,0
L2809,Aarohi Naidu,Website,Yes,36,Nagpur,Student,AI & Deep Learning,3,0
L2810,Kavya Nair,Social Media,No,21,Mumbai,Working Professional,Machine Learning,1,0
L2811,Arjun Sharma,Email,Yes,53,Kolkata,Freelancer,Data Science - Advanced,0,1
L2812,Krishna Chopra,Website,No,49,Jaipur,Student,AI & Deep Learning,0,1
L2813,Krishna Gupta,Email,Yes,28,Mumbai,Student,Data Science - Advanced,4,0
L2814,Kunal Shetty,Email,Yes,24,Pune,Student,AI & Deep Learning,0,0
L2815,Vihaan Chopra,Website,Yes,28,Hyderabad,Freelancer,Data Science - Advanced,3,1
L2816,Aditya Nair,Social Media,Yes,8,Nagpur,Student,Machine Learning,3,0
L2817,Aanya Gupta,Website,No,49,Bangalore,Freelancer,AI & Deep Learning,0,1
L2818,Diya Nair,Email,Yes,94,Kolkata,Freelancer,Data Science - Advanced,1,0
L2819,Kunal Joshi,Website,Yes,96,Delhi,Student,AI & Deep Learning,5,1
L2820,Saanvi Shetty,Social Media,No,43,Chennai,Working Professional,AI & Deep Learning,5,1
L2821,Krishna Pillai,Social Media,Yes,79,Bangalore,Working Professional,Data Science - Advanced,5,0
L2822,Aditya Pillai,Referral,No,54,Chennai,Working Professional,Data Science - Beginner,2,0
L2823,Riya Das,Social Media,Yes,4,Jaipur,Student,Data Science - Beginner,5,1
L2824,Riya Shetty,Social Media,No,85,Mumbai,Freelancer,Data Science - Beginner,1,0
L2825,Krishna Patel,Social Media,No,62,Ahmedabad,Freelancer,AI & Deep Learning,0,1
L2826,Riya Das,Website,No,32,Pune,Student,Data Science - Advanced,5,1
L2827,Vihaan Shetty,Email,Yes,10,Pune,Working Professional,Machine Learning,5,1
L2828,Isha Iyer,Referral,Yes,11,Bangalore,Student,Machine Learning,1,0
L2829,Vivaan Sharma,Website,No,44,Delhi,Freelancer,Data Science - Advanced,1,0
L2830,Ishaan Gupta,Email,No,45,Jaipur,Freelancer,AI & Deep Learning,3,0
L2831,Arjun Saxena,Walk-in,No,14,Kolkata,Freelancer,Data Science - Advanced,5,1
L2832,Isha Choudhary,Walk-in,Yes,44,Delhi,Freelancer,Data Science - Advanced,0,0
L2833,Vihaan Khan,Social Media,No,46,Pune,Freelancer,AI & Deep Learning,3,1
L2834,Sai Das,Referral,Yes,48,Mumbai,Student,AI & Deep Learning,1,1
L2835,Ananya Joshi,Website,Yes,63,Hyderabad,Freelancer,AI & Deep Learning,2,1
L2836,Kavya Saxena,Referral,No,68,Kolkata,Freelancer,Machine Learning,4,1
L2837,Sai Bansal,Email,No,91,Hyderabad,Student,Data Science - Beginner,2,1
L2838,Arjun Choudhary,Social Media,No,75,Pune,Freelancer,AI & Deep Learning,2,1
L2839,Meera Choudhary,Social Media,Yes,87,Nagpur,Working Professional,Data Science - Advanced,3,1
L2840,Riya Bansal,Walk-in,Yes,95,Hyderabad,Freelancer,Data Science - Beginner,4,1
L2841,Shruti Mehta,Email,No,18,Mumbai,Student,Data Science - Beginner,2,1
L2842,Diya Sharma,Website,Yes,26,Bangalore,Working Professional,AI & Deep Learning,4,0
L2843,Kunal Joshi,Referral,No,18,Hyderabad,Student,Machine Learning,5,0
L2844,Saanvi Sharma,Website,Yes,84,Jaipur,Freelancer,Data Science - Advanced,0,1
